Driver,Team,Circuit,PrevLapTime,AvgLast3Laps,AvgLast5Laps,TyreLife,Compound,Stint,LapNumber,Position,TrackStatus,InPit,AirTemp,TrackTemp,Humidity,Rainfall,NextLapTime
PIA,McLaren,Emilia Romagna Grand Prix,79.952,80.699,81.0436,3,HARD,3,33,4,1,0,23.96466667,42.664,38.30666667,0,79.774
PIA,McLaren,Emilia Romagna Grand Prix,79.769,80.308,80.6942,4,HARD,3,34,4,1,0,23.96466667,42.664,38.30666667,0,79.656
PIA,McLaren,Emilia Romagna Grand Prix,79.774,79.83166667,80.328,5,HARD,3,35,4,1,0,23.96466667,42.664,38.30666667,0,79.741
PIA,McLaren,Emilia Romagna Grand Prix,79.656,79.733,80.0708,6,HARD,3,36,4,1,0,23.96466667,42.664,38.30666667,0,79.583
PIA,McLaren,Emilia Romagna Grand Prix,79.741,79.72366667,79.7784,7,HARD,3,37,4,1,0,23.96466667,42.664,38.30666667,0,79.743
PIA,McLaren,Emilia Romagna Grand Prix,79.583,79.66,79.7046,8,HARD,3,38,4,1,0,23.96466667,42.664,38.30666667,0,80.061
PIA,McLaren,Emilia Romagna Grand Prix,79.743,79.689,79.6994,9,HARD,3,39,4,1,0,23.96466667,42.664,38.30666667,0,79.398
PIA,McLaren,Emilia Romagna Grand Prix,80.061,79.79566667,79.7568,10,HARD,3,40,3,1,0,23.96466667,42.664,38.30666667,0,80.458
PIA,McLaren,Emilia Romagna Grand Prix,79.398,79.734,79.7052,11,HARD,3,41,3,1,0,23.96466667,42.664,38.30666667,0,79.959
PIA,McLaren,Emilia Romagna Grand Prix,80.458,79.97233333,79.8486,12,HARD,3,42,3,1,0,23.96466667,42.664,38.30666667,0,79.231
PIA,McLaren,Emilia Romagna Grand Prix,79.959,79.93833333,79.9238,13,HARD,3,43,3,1,0,23.96466667,42.664,38.30666667,0,79.849
PIA,McLaren,Emilia Romagna Grand Prix,79.231,79.88266667,79.8214,14,HARD,3,44,3,1,0,23.96466667,42.664,38.30666667,0,80.339
PIA,McLaren,Emilia Romagna Grand Prix,79.849,79.67966667,79.779,15,HARD,3,45,3,1,0,23.96466667,42.664,38.30666667,0,79.451
PIA,McLaren,Emilia Romagna Grand Prix,80.339,79.80633333,79.9672,24,HARD,3,54,2,1,0,23.96466667,42.664,38.30666667,0,79.106
PIA,McLaren,Emilia Romagna Grand Prix,79.451,79.87966667,79.7658,25,HARD,3,55,2,1,0,23.96466667,42.664,38.30666667,0,78.894
PIA,McLaren,Emilia Romagna Grand Prix,79.106,79.632,79.5952,26,HARD,3,56,2,1,0,23.96466667,42.664,38.30666667,0,79.191
PIA,McLaren,Emilia Romagna Grand Prix,78.894,79.15033333,79.5278,27,HARD,3,57,2,1,0,23.96466667,42.664,38.30666667,0,81.102
PIA,McLaren,Emilia Romagna Grand Prix,79.191,79.06366667,79.3962,28,HARD,3,58,3,1,0,23.96466667,42.664,38.30666667,0,79.629
PIA,McLaren,Emilia Romagna Grand Prix,81.102,79.729,79.5488,29,HARD,3,59,3,1,0,23.96466667,42.664,38.30666667,0,79.483
PIA,McLaren,Emilia Romagna Grand Prix,79.629,79.974,79.5844,30,HARD,3,60,3,1,0,23.96466667,42.664,38.30666667,0,79.725
PIA,McLaren,Emilia Romagna Grand Prix,79.483,80.07133333,79.6598,31,HARD,3,61,3,1,0,23.96466667,42.664,38.30666667,0,79.349
PIA,McLaren,Emilia Romagna Grand Prix,79.725,79.61233333,79.826,32,HARD,3,62,3,1,0,23.96466667,42.664,38.30666667,0,79.546
RUS,Mercedes,Emilia Romagna Grand Prix,81.773,81.62166667,81.6158,10,MEDIUM,1,7,3,1,0,23.96466667,42.664,38.30666667,0,81.744
RUS,Mercedes,Emilia Romagna Grand Prix,81.505,81.55433333,81.5976,11,MEDIUM,1,8,3,1,0,23.96466667,42.664,38.30666667,0,82.495
RUS,Mercedes,Emilia Romagna Grand Prix,81.744,81.674,81.6228,12,MEDIUM,1,9,3,1,0,23.96466667,42.664,38.30666667,0,83.096
RUS,Mercedes,Emilia Romagna Grand Prix,82.495,81.91466667,81.7804,13,MEDIUM,1,10,3,1,0,23.96466667,42.664,38.30666667,0,81.334
RUS,Mercedes,Emilia Romagna Grand Prix,83.096,82.445,82.1226,2,HARD,2,13,14,1,0,23.96466667,42.664,38.30666667,0,81.41
RUS,Mercedes,Emilia Romagna Grand Prix,81.334,82.30833333,82.0348,3,HARD,2,14,14,1,0,23.96466667,42.664,38.30666667,0,81.356
RUS,Mercedes,Emilia Romagna Grand Prix,81.41,81.94666667,82.0158,4,HARD,2,15,13,1,0,23.96466667,42.664,38.30666667,0,81.57
RUS,Mercedes,Emilia Romagna Grand Prix,81.356,81.36666667,81.9382,5,HARD,2,16,13,1,0,23.96466667,42.664,38.30666667,0,81.663
RUS,Mercedes,Emilia Romagna Grand Prix,81.57,81.44533333,81.7532,6,HARD,2,17,13,1,0,23.96466667,42.664,38.30666667,0,81.556
RUS,Mercedes,Emilia Romagna Grand Prix,81.663,81.52966667,81.4666,7,HARD,2,18,13,1,0,23.96466667,42.664,38.30666667,0,81.534
RUS,Mercedes,Emilia Romagna Grand Prix,81.556,81.59633333,81.511,8,HARD,2,19,13,1,0,23.96466667,42.664,38.30666667,0,82.08
RUS,Mercedes,Emilia Romagna Grand Prix,81.534,81.58433333,81.5358,9,HARD,2,20,13,1,0,23.96466667,42.664,38.30666667,0,81.948
RUS,Mercedes,Emilia Romagna Grand Prix,82.08,81.72333333,81.6806,10,HARD,2,21,13,1,0,23.96466667,42.664,38.30666667,0,81.643
RUS,Mercedes,Emilia Romagna Grand Prix,81.948,81.854,81.7562,11,HARD,2,22,12,1,0,23.96466667,42.664,38.30666667,0,82.576
RUS,Mercedes,Emilia Romagna Grand Prix,81.643,81.89033333,81.7522,12,HARD,2,23,12,1,0,23.96466667,42.664,38.30666667,0,82.149
RUS,Mercedes,Emilia Romagna Grand Prix,82.576,82.05566667,81.9562,13,HARD,2,24,12,1,0,23.96466667,42.664,38.30666667,0,81.552
RUS,Mercedes,Emilia Romagna Grand Prix,82.149,82.12266667,82.0792,14,HARD,2,25,11,1,0,23.96466667,42.664,38.30666667,0,81.727
RUS,Mercedes,Emilia Romagna Grand Prix,81.552,82.09233333,81.9736,15,HARD,2,26,11,1,0,23.96466667,42.664,38.30666667,0,81.414
RUS,Mercedes,Emilia Romagna Grand Prix,81.727,81.80933333,81.9294,16,HARD,2,27,11,1,0,23.96466667,42.664,38.30666667,0,81.817
RUS,Mercedes,Emilia Romagna Grand Prix,81.414,81.56433333,81.8836,17,HARD,2,28,11,12,0,23.96466667,42.664,38.30666667,0,81.258
RUS,Mercedes,Emilia Romagna Grand Prix,81.817,81.65266667,81.7318,2,HARD,3,31,12,1,0,23.96466667,42.664,38.30666667,0,80.688
RUS,Mercedes,Emilia Romagna Grand Prix,81.258,81.49633333,81.5536,3,HARD,3,32,12,1,0,23.96466667,42.664,38.30666667,0,81.267
RUS,Mercedes,Emilia Romagna Grand Prix,80.688,81.25433333,81.3808,4,HARD,3,33,11,1,0,23.96466667,42.664,38.30666667,0,82.475
RUS,Mercedes,Emilia Romagna Grand Prix,81.267,81.071,81.2888,5,HARD,3,34,11,1,0,23.96466667,42.664,38.30666667,0,81.852
RUS,Mercedes,Emilia Romagna Grand Prix,82.475,81.47666667,81.501,6,HARD,3,35,10,1,0,23.96466667,42.664,38.30666667,0,80.675
RUS,Mercedes,Emilia Romagna Grand Prix,81.852,81.86466667,81.508,7,HARD,3,36,9,1,0,23.96466667,42.664,38.30666667,0,80.544
RUS,Mercedes,Emilia Romagna Grand Prix,80.675,81.66733333,81.3914,8,HARD,3,37,9,1,0,23.96466667,42.664,38.30666667,0,80.462
RUS,Mercedes,Emilia Romagna Grand Prix,80.544,81.02366667,81.3626,9,HARD,3,38,9,1,0,23.96466667,42.664,38.30666667,0,80.514
RUS,Mercedes,Emilia Romagna Grand Prix,80.462,80.56033333,81.2016,10,HARD,3,39,9,1,0,23.96466667,42.664,38.30666667,0,80.114
RUS,Mercedes,Emilia Romagna Grand Prix,80.514,80.50666667,80.8094,11,HARD,3,40,9,1,0,23.96466667,42.664,38.30666667,0,80.516
RUS,Mercedes,Emilia Romagna Grand Prix,80.114,80.36333333,80.4618,12,HARD,3,41,9,1,0,23.96466667,42.664,38.30666667,0,80.309
RUS,Mercedes,Emilia Romagna Grand Prix,80.516,80.38133333,80.43,13,HARD,3,42,9,1,0,23.96466667,42.664,38.30666667,0,80.277
RUS,Mercedes,Emilia Romagna Grand Prix,80.309,80.313,80.383,14,HARD,3,43,9,1,0,23.96466667,42.664,38.30666667,0,80.211
RUS,Mercedes,Emilia Romagna Grand Prix,80.277,80.36733333,80.346,15,HARD,3,44,9,1,0,23.96466667,42.664,38.30666667,0,81.275
RUS,Mercedes,Emilia Romagna Grand Prix,80.211,80.26566667,80.2854,25,HARD,3,54,6,1,0,23.96466667,42.664,38.30666667,0,79.733
RUS,Mercedes,Emilia Romagna Grand Prix,81.275,80.58766667,80.5176,26,HARD,3,55,6,1,0,23.96466667,42.664,38.30666667,0,80.938
RUS,Mercedes,Emilia Romagna Grand Prix,79.733,80.40633333,80.361,27,HARD,3,56,6,1,0,23.96466667,42.664,38.30666667,0,80.517
RUS,Mercedes,Emilia Romagna Grand Prix,80.938,80.64866667,80.4868,28,HARD,3,57,7,1,0,23.96466667,42.664,38.30666667,0,79.867
RUS,Mercedes,Emilia Romagna Grand Prix,80.517,80.396,80.5348,29,HARD,3,58,7,1,0,23.96466667,42.664,38.30666667,0,79.983
RUS,Mercedes,Emilia Romagna Grand Prix,79.867,80.44066667,80.466,30,HARD,3,59,7,1,0,23.96466667,42.664,38.30666667,0,79.821
RUS,Mercedes,Emilia Romagna Grand Prix,79.983,80.12233333,80.2076,31,HARD,3,60,7,1,0,23.96466667,42.664,38.30666667,0,79.841
RUS,Mercedes,Emilia Romagna Grand Prix,79.821,79.89033333,80.2252,32,HARD,3,61,7,1,0,23.96466667,42.664,38.30666667,0,80.479
RUS,Mercedes,Emilia Romagna Grand Prix,79.841,79.88166667,80.0058,33,HARD,3,62,7,1,0,23.96466667,42.664,38.30666667,0,80.464
SAI,Williams,Emilia Romagna Grand Prix,81.759,81.658,81.766,7,MEDIUM,1,7,6,1,0,23.96466667,42.664,38.30666667,0,82.162
SAI,Williams,Emilia Romagna Grand Prix,81.38,81.61566667,81.602,8,MEDIUM,1,8,6,1,0,23.96466667,42.664,38.30666667,0,82.042
SAI,Williams,Emilia Romagna Grand Prix,82.162,81.767,81.7032,9,MEDIUM,1,9,6,1,0,23.96466667,42.664,38.30666667,0,82.751
SAI,Williams,Emilia Romagna Grand Prix,82.042,81.86133333,81.8102,10,MEDIUM,1,10,6,1,0,23.96466667,42.664,38.30666667,0,82.192
SAI,Williams,Emilia Romagna Grand Prix,82.751,82.31833333,82.0188,2,HARD,2,13,16,1,0,23.96466667,42.664,38.30666667,0,81.268
SAI,Williams,Emilia Romagna Grand Prix,82.192,82.32833333,82.1054,3,HARD,2,14,15,1,0,23.96466667,42.664,38.30666667,0,81.564
SAI,Williams,Emilia Romagna Grand Prix,81.268,82.07033333,82.083,4,HARD,2,15,14,1,0,23.96466667,42.664,38.30666667,0,81.289
SAI,Williams,Emilia Romagna Grand Prix,81.564,81.67466667,81.9634,5,HARD,2,16,14,1,0,23.96466667,42.664,38.30666667,0,81.43
SAI,Williams,Emilia Romagna Grand Prix,81.289,81.37366667,81.8128,6,HARD,2,17,14,1,0,23.96466667,42.664,38.30666667,0,81.458
SAI,Williams,Emilia Romagna Grand Prix,81.43,81.42766667,81.5486,7,HARD,2,18,14,1,0,23.96466667,42.664,38.30666667,0,81.626
SAI,Williams,Emilia Romagna Grand Prix,81.458,81.39233333,81.4018,8,HARD,2,19,14,1,0,23.96466667,42.664,38.30666667,0,81.526
SAI,Williams,Emilia Romagna Grand Prix,81.626,81.50466667,81.4734,9,HARD,2,20,14,1,0,23.96466667,42.664,38.30666667,0,81.872
SAI,Williams,Emilia Romagna Grand Prix,81.526,81.53666667,81.4658,10,HARD,2,21,14,1,0,23.96466667,42.664,38.30666667,0,81.91
SAI,Williams,Emilia Romagna Grand Prix,81.872,81.67466667,81.5824,11,HARD,2,22,14,1,0,23.96466667,42.664,38.30666667,0,82.356
SAI,Williams,Emilia Romagna Grand Prix,81.91,81.76933333,81.6784,12,HARD,2,23,13,1,0,23.96466667,42.664,38.30666667,0,82.324
SAI,Williams,Emilia Romagna Grand Prix,82.356,82.046,81.858,13,HARD,2,24,13,1,0,23.96466667,42.664,38.30666667,0,82.704
SAI,Williams,Emilia Romagna Grand Prix,82.324,82.19666667,81.9976,14,HARD,2,25,13,1,0,23.96466667,42.664,38.30666667,0,82.46
SAI,Williams,Emilia Romagna Grand Prix,82.704,82.46133333,82.2332,15,HARD,2,26,13,1,0,23.96466667,42.664,38.30666667,0,82.242
SAI,Williams,Emilia Romagna Grand Prix,82.46,82.496,82.3508,16,HARD,2,27,13,1,0,23.96466667,42.664,38.30666667,0,82.787
SAI,Williams,Emilia Romagna Grand Prix,82.242,82.46866667,82.4172,17,HARD,2,28,13,12,0,23.96466667,42.664,38.30666667,0,81.182
SAI,Williams,Emilia Romagna Grand Prix,82.787,82.49633333,82.5034,2,HARD,3,31,14,1,0,23.96466667,42.664,38.30666667,0,81.184
SAI,Williams,Emilia Romagna Grand Prix,81.182,82.07033333,82.275,3,HARD,3,32,13,1,0,23.96466667,42.664,38.30666667,0,80.867
SAI,Williams,Emilia Romagna Grand Prix,81.184,81.71766667,81.971,4,HARD,3,33,13,1,0,23.96466667,42.664,38.30666667,0,81.183
SAI,Williams,Emilia Romagna Grand Prix,80.867,81.07766667,81.6524,5,HARD,3,34,13,1,0,23.96466667,42.664,38.30666667,0,81.323
SAI,Williams,Emilia Romagna Grand Prix,81.183,81.078,81.4406,6,HARD,3,35,13,1,0,23.96466667,42.664,38.30666667,0,81.568
SAI,Williams,Emilia Romagna Grand Prix,81.323,81.12433333,81.1478,7,HARD,3,36,13,1,0,23.96466667,42.664,38.30666667,0,81.306
SAI,Williams,Emilia Romagna Grand Prix,81.568,81.358,81.225,8,HARD,3,37,12,1,0,23.96466667,42.664,38.30666667,0,81.252
SAI,Williams,Emilia Romagna Grand Prix,81.306,81.399,81.2494,9,HARD,3,38,12,1,0,23.96466667,42.664,38.30666667,0,81.593
SAI,Williams,Emilia Romagna Grand Prix,81.252,81.37533333,81.3264,10,HARD,3,39,12,1,0,23.96466667,42.664,38.30666667,0,80.587
SAI,Williams,Emilia Romagna Grand Prix,81.593,81.38366667,81.4084,11,HARD,3,40,11,1,0,23.96466667,42.664,38.30666667,0,81.038
SAI,Williams,Emilia Romagna Grand Prix,80.587,81.144,81.2612,12,HARD,3,41,11,1,0,23.96466667,42.664,38.30666667,0,80.157
SAI,Williams,Emilia Romagna Grand Prix,81.038,81.07266667,81.1552,13,HARD,3,42,10,1,0,23.96466667,42.664,38.30666667,0,80.424
SAI,Williams,Emilia Romagna Grand Prix,80.157,80.594,80.9254,14,HARD,3,43,10,1,0,23.96466667,42.664,38.30666667,0,80.404
SAI,Williams,Emilia Romagna Grand Prix,80.424,80.53966667,80.7598,15,HARD,3,44,10,1,0,23.96466667,42.664,38.30666667,0,81.77
SAI,Williams,Emilia Romagna Grand Prix,80.404,80.32833333,80.522,25,HARD,3,54,8,1,0,23.96466667,42.664,38.30666667,0,79.997
SAI,Williams,Emilia Romagna Grand Prix,81.77,80.866,80.7586,26,HARD,3,55,8,1,0,23.96466667,42.664,38.30666667,0,80.613
SAI,Williams,Emilia Romagna Grand Prix,79.997,80.72366667,80.5504,27,HARD,3,56,8,1,0,23.96466667,42.664,38.30666667,0,80.122
SAI,Williams,Emilia Romagna Grand Prix,80.613,80.79333333,80.6416,28,HARD,3,57,8,1,0,23.96466667,42.664,38.30666667,0,79.836
SAI,Williams,Emilia Romagna Grand Prix,80.122,80.244,80.5812,29,HARD,3,58,8,1,0,23.96466667,42.664,38.30666667,0,80.152
SAI,Williams,Emilia Romagna Grand Prix,79.836,80.19033333,80.4676,30,HARD,3,59,8,1,0,23.96466667,42.664,38.30666667,0,79.945
SAI,Williams,Emilia Romagna Grand Prix,80.152,80.03666667,80.144,31,HARD,3,60,8,1,0,23.96466667,42.664,38.30666667,0,79.984
SAI,Williams,Emilia Romagna Grand Prix,79.945,79.97766667,80.1336,32,HARD,3,61,8,1,0,23.96466667,42.664,38.30666667,0,80.316
SAI,Williams,Emilia Romagna Grand Prix,79.984,80.027,80.0078,33,HARD,3,62,8,1,0,23.96466667,42.664,38.30666667,0,80.304
STR,Aston Martin,Emilia Romagna Grand Prix,81.727,81.731,81.904,10,MEDIUM,1,7,8,1,0,23.96466667,42.664,38.30666667,0,82.084
STR,Aston Martin,Emilia Romagna Grand Prix,81.675,81.643,81.7396,11,MEDIUM,1,8,8,1,0,23.96466667,42.664,38.30666667,0,81.84
STR,Aston Martin,Emilia Romagna Grand Prix,82.084,81.82866667,81.7904,12,MEDIUM,1,9,8,1,0,23.96466667,42.664,38.30666667,0,82.467
STR,Aston Martin,Emilia Romagna Grand Prix,81.84,81.86633333,81.7706,13,MEDIUM,1,10,8,1,0,23.96466667,42.664,38.30666667,0,83.475
STR,Aston Martin,Emilia Romagna Grand Prix,82.467,82.13033333,81.9586,14,MEDIUM,1,11,6,1,0,23.96466667,42.664,38.30666667,0,82.753
STR,Aston Martin,Emilia Romagna Grand Prix,83.475,82.594,82.3082,15,MEDIUM,1,12,5,1,0,23.96466667,42.664,38.30666667,0,82.268
STR,Aston Martin,Emilia Romagna Grand Prix,82.753,82.89833333,82.5238,16,MEDIUM,1,13,5,1,0,23.96466667,42.664,38.30666667,0,81.553
STR,Aston Martin,Emilia Romagna Grand Prix,82.268,82.832,82.5606,3,HARD,2,16,16,1,0,23.96466667,42.664,38.30666667,0,81.969
STR,Aston Martin,Emilia Romagna Grand Prix,81.553,82.19133333,82.5032,4,HARD,2,17,16,1,0,23.96466667,42.664,38.30666667,0,81.938
STR,Aston Martin,Emilia Romagna Grand Prix,81.969,81.93,82.4036,5,HARD,2,18,16,1,0,23.96466667,42.664,38.30666667,0,82.046
STR,Aston Martin,Emilia Romagna Grand Prix,81.938,81.82,82.0962,6,HARD,2,19,16,1,0,23.96466667,42.664,38.30666667,0,81.912
STR,Aston Martin,Emilia Romagna Grand Prix,82.046,81.98433333,81.9548,7,HARD,2,20,16,1,0,23.96466667,42.664,38.30666667,0,82.312
STR,Aston Martin,Emilia Romagna Grand Prix,81.912,81.96533333,81.8836,8,HARD,2,21,16,1,0,23.96466667,42.664,38.30666667,0,82.133
STR,Aston Martin,Emilia Romagna Grand Prix,82.312,82.09,82.0354,9,HARD,2,22,16,1,0,23.96466667,42.664,38.30666667,0,82.155
STR,Aston Martin,Emilia Romagna Grand Prix,82.133,82.119,82.0682,10,HARD,2,23,15,1,0,23.96466667,42.664,38.30666667,0,81.933
STR,Aston Martin,Emilia Romagna Grand Prix,82.155,82.2,82.1116,11,HARD,2,24,15,1,0,23.96466667,42.664,38.30666667,0,82.223
STR,Aston Martin,Emilia Romagna Grand Prix,81.933,82.07366667,82.089,12,HARD,2,25,15,1,0,23.96466667,42.664,38.30666667,0,82.409
STR,Aston Martin,Emilia Romagna Grand Prix,82.223,82.10366667,82.1512,13,HARD,2,26,15,1,0,23.96466667,42.664,38.30666667,0,82.632
STR,Aston Martin,Emilia Romagna Grand Prix,82.409,82.18833333,82.1706,14,HARD,2,27,15,1,0,23.96466667,42.664,38.30666667,0,82.355
STR,Aston Martin,Emilia Romagna Grand Prix,82.632,82.42133333,82.2704,15,HARD,2,28,15,12,0,23.96466667,42.664,38.30666667,0,82.511
STR,Aston Martin,Emilia Romagna Grand Prix,82.355,82.46533333,82.3104,19,HARD,2,32,10,1,0,23.96466667,42.664,38.30666667,0,82.101
STR,Aston Martin,Emilia Romagna Grand Prix,82.511,82.49933333,82.426,20,HARD,2,33,10,1,0,23.96466667,42.664,38.30666667,0,82.559
STR,Aston Martin,Emilia Romagna Grand Prix,82.101,82.32233333,82.4016,21,HARD,2,34,10,1,0,23.96466667,42.664,38.30666667,0,83.274
STR,Aston Martin,Emilia Romagna Grand Prix,82.559,82.39033333,82.4316,22,HARD,2,35,11,1,0,23.96466667,42.664,38.30666667,0,83.401
STR,Aston Martin,Emilia Romagna Grand Prix,83.274,82.64466667,82.56,23,HARD,2,36,12,1,0,23.96466667,42.664,38.30666667,0,83.025
STR,Aston Martin,Emilia Romagna Grand Prix,83.401,83.078,82.7692,24,HARD,2,37,13,1,0,23.96466667,42.664,38.30666667,0,82.969
STR,Aston Martin,Emilia Romagna Grand Prix,83.025,83.23333333,82.872,25,HARD,2,38,14,1,0,23.96466667,42.664,38.30666667,0,81.94
STR,Aston Martin,Emilia Romagna Grand Prix,82.969,83.13166667,83.0456,26,HARD,2,39,14,1,0,23.96466667,42.664,38.30666667,0,82.337
STR,Aston Martin,Emilia Romagna Grand Prix,81.94,82.64466667,82.9218,27,HARD,2,40,14,1,0,23.96466667,42.664,38.30666667,0,82.207
STR,Aston Martin,Emilia Romagna Grand Prix,82.337,82.41533333,82.7344,28,HARD,2,41,14,1,0,23.96466667,42.664,38.30666667,0,82.352
STR,Aston Martin,Emilia Romagna Grand Prix,82.207,82.16133333,82.4956,29,HARD,2,42,14,1,0,23.96466667,42.664,38.30666667,0,81.851
STR,Aston Martin,Emilia Romagna Grand Prix,82.352,82.29866667,82.361,30,HARD,2,43,14,1,0,23.96466667,42.664,38.30666667,0,81.883
STR,Aston Martin,Emilia Romagna Grand Prix,81.851,82.13666667,82.1374,31,HARD,2,44,14,1,0,23.96466667,42.664,38.30666667,0,82.744
STR,Aston Martin,Emilia Romagna Grand Prix,81.883,82.02866667,82.126,14,MEDIUM,3,54,15,1,0,23.96466667,42.664,38.30666667,0,82.083
STR,Aston Martin,Emilia Romagna Grand Prix,82.744,82.15933333,82.2074,15,MEDIUM,3,55,15,1,0,23.96466667,42.664,38.30666667,0,80.933
STR,Aston Martin,Emilia Romagna Grand Prix,82.083,82.23666667,82.1826,16,MEDIUM,3,56,15,1,0,23.96466667,42.664,38.30666667,0,80.657
STR,Aston Martin,Emilia Romagna Grand Prix,80.933,81.92,81.8988,17,MEDIUM,3,57,15,1,0,23.96466667,42.664,38.30666667,0,80.501
STR,Aston Martin,Emilia Romagna Grand Prix,80.657,81.22433333,81.66,18,MEDIUM,3,58,15,1,0,23.96466667,42.664,38.30666667,0,80.716
STR,Aston Martin,Emilia Romagna Grand Prix,80.501,80.697,81.3836,19,MEDIUM,3,59,15,1,0,23.96466667,42.664,38.30666667,0,80.547
STR,Aston Martin,Emilia Romagna Grand Prix,80.716,80.62466667,80.978,20,MEDIUM,3,60,15,1,0,23.96466667,42.664,38.30666667,0,80.695
STR,Aston Martin,Emilia Romagna Grand Prix,80.547,80.588,80.6708,21,MEDIUM,3,61,15,1,0,23.96466667,42.664,38.30666667,0,80.847
STR,Aston Martin,Emilia Romagna Grand Prix,80.695,80.65266667,80.6232,22,MEDIUM,3,62,15,1,0,23.96466667,42.664,38.30666667,0,80.926
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.086,82.28433333,82.3682,7,HARD,1,7,19,1,0,23.96466667,42.664,38.30666667,0,82.509
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.179,82.17666667,82.2588,8,HARD,1,8,19,1,0,23.96466667,42.664,38.30666667,0,82.26
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.509,82.258,82.3082,9,HARD,1,9,19,1,0,23.96466667,42.664,38.30666667,0,82.472
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.26,82.316,82.2598,10,HARD,1,10,18,1,0,23.96466667,42.664,38.30666667,0,81.993
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.472,82.41366667,82.3012,11,HARD,1,11,16,1,0,23.96466667,42.664,38.30666667,0,82.44
TSU,Red Bull Racing,Emilia Romagna Grand Prix,81.993,82.24166667,82.2826,12,HARD,1,12,14,1,0,23.96466667,42.664,38.30666667,0,82.619
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.44,82.30166667,82.3348,13,HARD,1,13,12,1,0,23.96466667,42.664,38.30666667,0,82.874
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.619,82.35066667,82.3568,14,HARD,1,14,11,1,0,23.96466667,42.664,38.30666667,0,82.856
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.874,82.64433333,82.4796,15,HARD,1,15,10,1,0,23.96466667,42.664,38.30666667,0,82.732
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.856,82.783,82.5564,16,HARD,1,16,10,1,0,23.96466667,42.664,38.30666667,0,82.552
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.732,82.82066667,82.7042,17,HARD,1,17,10,1,0,23.96466667,42.664,38.30666667,0,83.625
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.552,82.71333333,82.7266,18,HARD,1,18,11,1,0,23.96466667,42.664,38.30666667,0,82.674
TSU,Red Bull Racing,Emilia Romagna Grand Prix,83.625,82.96966667,82.9278,19,HARD,1,19,11,1,0,23.96466667,42.664,38.30666667,0,83.226
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.674,82.95033333,82.8878,20,HARD,1,20,11,1,0,23.96466667,42.664,38.30666667,0,83.623
TSU,Red Bull Racing,Emilia Romagna Grand Prix,83.226,83.175,82.9618,21,HARD,1,21,12,1,0,23.96466667,42.664,38.30666667,0,82.714
TSU,Red Bull Racing,Emilia Romagna Grand Prix,83.623,83.17433333,83.14,22,HARD,1,22,11,1,0,23.96466667,42.664,38.30666667,0,82.731
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.714,83.18766667,83.1724,23,HARD,1,23,11,1,0,23.96466667,42.664,38.30666667,0,82.306
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.731,83.02266667,82.9936,24,HARD,1,24,11,1,0,23.96466667,42.664,38.30666667,0,83.528
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.306,82.58366667,82.92,25,HARD,1,25,12,1,0,23.96466667,42.664,38.30666667,0,82.524
TSU,Red Bull Racing,Emilia Romagna Grand Prix,83.528,82.855,82.9804,26,HARD,1,26,12,1,0,23.96466667,42.664,38.30666667,0,82.457
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.524,82.786,82.7606,27,HARD,1,27,12,1,0,23.96466667,42.664,38.30666667,0,82.527
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.457,82.83633333,82.7092,28,HARD,1,28,12,12,0,23.96466667,42.664,38.30666667,0,81.646
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.527,82.50266667,82.6684,2,MEDIUM,2,31,13,1,0,23.96466667,42.664,38.30666667,0,82.697
TSU,Red Bull Racing,Emilia Romagna Grand Prix,81.646,82.21,82.5364,3,MEDIUM,2,32,14,1,0,23.96466667,42.664,38.30666667,0,81.146
TSU,Red Bull Racing,Emilia Romagna Grand Prix,82.697,82.29,82.3702,4,MEDIUM,2,33,14,1,0,23.96466667,42.664,38.30666667,0,81.366
TSU,Red Bull Racing,Emilia Romagna Grand Prix,81.146,81.82966667,82.0946,5,MEDIUM,2,34,14,1,0,23.96466667,42.664,38.30666667,0,81.286
TSU,Red Bull Racing,Emilia Romagna Grand Prix,81.366,81.73633333,81.8764,6,MEDIUM,2,35,14,1,0,23.96466667,42.664,38.30666667,0,81.27
TSU,Red Bull Racing,Emilia Romagna Grand Prix,81.286,81.266,81.6282,7,MEDIUM,2,36,14,1,0,23.96466667,42.664,38.30666667,0,81.951
